depth_m;density_kgm3
0.01;319.353974191706
0.02;319.353974191706
0.03;319.353974191706
0.04;319.353974191706
0.05;319.353974191706
0.06;319.353974191706
0.07;319.353974191706
0.08;319.353974191706
0.09;319.353974191706
0.1;319.353974191706
0.11;351.449850994892
0.12;351.449850994892
0.13;351.449850994892
0.14;351.449850994892
0.15;351.449850994892
0.16;351.449850994892
0.17;351.449850994892
0.18;351.449850994892
0.19;351.449850994892
0.2;351.449850994892
0.21;319.353974191706
0.22;319.353974191706
0.23;319.353974191706
0.24;319.353974191706
0.25;319.353974191706
0.26;319.353974191706
0.27;319.353974191706
0.28;319.353974191706
0.29;319.353974191706
0.3;319.353974191706
0.31;319.353974191706
0.32;319.353974191706
0.33;319.353974191706
0.34;319.353974191706
0.35;319.353974191706
0.36;319.353974191706
0.37;319.353974191706
0.38;319.353974191706
0.39;319.353974191706
0.4;319.353974191706
0.41;320
0.42;320
0.43;320
0.44;320
0.45;320
0.46;320
0.47;320
0.48;320
0.49;320
0.5;320
0.51;280
0.52;280
0.53;280
0.54;280
0.55;280
0.56;280
0.57;280
0.58;280
0.59;280
0.6;280
0.61;287.258097388519
0.62;287.258097388519
0.63;287.258097388519
0.64;287.258097388519
0.65;287.258097388519
0.66;287.258097388519
0.67;287.258097388519
0.68;287.258097388519
0.69;287.258097388519
0.7;287.258097388519
0.71;287.258097388519
0.72;287.258097388519
0.73;287.258097388519
0.74;287.258097388519
0.75;287.258097388519
0.76;287.258097388519
0.77;287.258097388519
0.78;287.258097388519
0.79;287.258097388519
0.8;287.258097388519
0.81;351.449850994892
0.82;351.449850994892
0.83;351.449850994892
0.84;351.449850994892
0.85;351.449850994892
0.86;351.449850994892
0.87;351.449850994892
0.88;351.449850994892
0.89;351.449850994892
0.9;351.449850994892
0.91;335.401912593299
0.92;335.401912593299
0.93;335.401912593299
0.94;335.401912593299
0.95;335.401912593299
0.96;335.401912593299
0.97;335.401912593299
0.98;335.401912593299
0.99;335.401912593299
1;335.401912593299
1.01;287.258097388519
1.02;287.258097388519
1.03;287.258097388519
1.04;287.258097388519
1.05;287.258097388519
1.06;287.258097388519
1.07;287.258097388519
1.08;287.258097388519
1.09;287.258097388519
1.1;287.258097388519
1.11;303.306035790112
1.12;303.306035790112
1.13;303.306035790112
1.14;303.306035790112
1.15;303.306035790112
1.16;303.306035790112
1.17;303.306035790112
1.18;303.306035790112
1.19;303.306035790112
1.2;303.306035790112
1.21;300
1.22;300
1.23;300
1.24;300
1.25;300
1.26;300
1.27;300
1.28;300
1.29;300
1.3;300
1.31;300
1.32;300
1.33;300
1.34;300
1.35;300
1.36;300
1.37;300
1.38;300
1.39;300
1.4;300
1.41;310.978956338374
1.42;310.978956338374
1.43;310.978956338374
1.44;310.978956338374
1.45;310.978956338374
1.46;310.978956338374
1.47;310.978956338374
1.48;310.978956338374
1.49;310.978956338374
1.5;310.978956338374
1.51;310.978956338374
1.52;310.978956338374
1.53;310.978956338374
1.54;310.978956338374
1.55;310.978956338374
1.56;310.978956338374
1.57;310.978956338374
1.58;310.978956338374
1.59;310.978956338374
1.6;310.978956338374
1.61;310.978956338374
1.62;259.495163953763
1.63;259.495163953763
1.64;259.495163953763
1.65;259.495163953763
1.66;259.495163953763
1.67;259.495163953763
1.68;259.495163953763
1.69;259.495163953763
1.7;259.495163953763
1.71;259.495163953763
1.72;259.495163953763
1.73;259.495163953763
1.74;259.495163953763
1.75;259.495163953763
1.76;259.495163953763
1.77;259.495163953763
1.78;259.495163953763
1.79;259.495163953763
1.8;259.495163953763
1.81;259.495163953763
1.82;259.495163953763
1.83;259.495163953763
1.84;259.495163953763
1.85;259.495163953763
1.86;280
1.87;280
1.88;280
1.89;280
1.9;280
1.91;280
1.92;280
1.93;280
1.94;286.354601226352
1.95;286.354601226352
1.96;286.354601226352
1.97;286.354601226352
1.98;286.354601226352
1.99;286.354601226352
2;286.354601226352
2.01;286.354601226352
2.02;286.354601226352
2.03;286.354601226352
2.04;286.354601226352
2.05;286.354601226352
2.06;286.354601226352
2.07;286.354601226352
2.08;286.354601226352
2.09;286.354601226352
2.1;286.354601226352
2.11;286.354601226352
2.12;286.354601226352
2.13;286.354601226352
2.14;286.354601226352
2.15;286.354601226352
2.16;286.354601226352
2.17;286.354601226352
2.18;286.354601226352
2.19;286.354601226352
2.2;286.354601226352
2.21;286.354601226352
2.22;286.354601226352
2.23;286.354601226352
2.24;286.354601226352
2.25;286.354601226352
2.26;286.354601226352
2.27;286.354601226352
2.28;286.354601226352
2.29;286.354601226352
2.3;286.354601226352
2.31;286.354601226352
2.32;286.354601226352
2.33;286.354601226352
2.34;286.354601226352
2.35;317.786452982672
2.36;317.786452982672
2.37;317.786452982672
2.38;317.786452982672
2.39;317.786452982672
2.4;317.786452982672
2.41;317.786452982672
2.42;317.786452982672
2.43;317.786452982672
2.44;317.786452982672
2.45;317.786452982672
2.46;317.786452982672
2.47;351.996387323783
2.48;351.996387323783
2.49;351.996387323783
2.5;351.996387323783
2.51;351.996387323783
2.52;351.996387323783
2.53;351.996387323783
2.54;351.996387323783
2.55;351.996387323783
2.56;351.996387323783
2.57;351.996387323783
2.58;351.996387323783
2.59;351.996387323783
2.6;351.996387323783
2.61;351.996387323783
2.62;370
2.63;370
2.64;370
2.65;370
2.66;370
2.67;370
2.68;370
2.69;370
2.7;370
2.71;370
2.72;370
2.73;370
2.74;370
2.75;370
2.76;370
2.77;370
2.78;370
2.79;370
2.8;370
2.81;370
2.82;370
2.83;370
2.84;370
2.85;370
2.86;370
2.87;370
2.88;387.6691028363
2.89;387.6691028363
2.9;387.6691028363
2.91;387.6691028363
2.92;387.6691028363
2.93;387.6691028363
2.94;387.6691028363
2.95;387.6691028363
2.96;387.6691028363
2.97;387.6691028363
2.98;387.6691028363
2.99;387.6691028363
3;387.6691028363
3.01;387.6691028363
3.02;387.6691028363
3.03;387.6691028363
3.04;387.6691028363
3.05;387.6691028363
3.06;387.6691028363
3.07;387.6691028363
3.08;387.6691028363
3.09;387.6691028363
3.1;387.6691028363
3.11;387.6691028363
3.12;387.6691028363
3.13;371.992215145081
3.14;371.992215145081
3.15;371.992215145081
3.16;371.992215145081
3.17;371.992215145081
3.18;371.992215145081
3.19;371.992215145081
3.2;371.992215145081
3.21;371.992215145081
3.22;371.992215145081
3.23;371.992215145081
3.24;371.992215145081
3.25;371.992215145081
3.26;371.992215145081
3.27;371.992215145081
3.28;371.992215145081
3.29;371.992215145081
3.3;371.992215145081
3.31;371.992215145081
3.32;371.992215145081
3.33;371.992215145081
3.34;371.992215145081
3.35;371.992215145081
3.36;371.992215145081
3.37;371.992215145081
3.38;371.992215145081
3.39;386.674428692099
3.4;386.674428692099
3.41;386.674428692099
3.42;386.674428692099
3.43;386.674428692099
3.44;386.674428692099
3.45;386.674428692099
3.46;386.674428692099
3.47;386.674428692099
3.48;386.674428692099
3.49;386.674428692099
3.5;386.674428692099
3.51;386.674428692099
3.52;386.674428692099
3.53;386.674428692099
3.54;386.674428692099
3.55;386.674428692099
3.56;386.674428692099
3.57;386.674428692099
3.58;386.674428692099
3.59;386.674428692099
3.6;386.674428692099
3.61;386.674428692099
3.62;386.674428692099
3.63;386.674428692099
3.64;357.931053749022
3.65;357.931053749022
3.66;357.931053749022
3.67;357.931053749022
3.68;357.931053749022
3.69;357.931053749022
3.7;357.931053749022
3.71;357.931053749022
3.72;357.931053749022
3.73;357.931053749022
3.74;357.931053749022
3.75;357.931053749022
3.76;357.931053749022
3.77;357.931053749022
3.78;357.931053749022
3.79;357.931053749022
3.8;357.931053749022
3.81;357.931053749022
3.82;357.931053749022
3.83;357.931053749022
3.84;357.931053749022
3.85;357.931053749022
3.86;357.931053749022
3.87;357.931053749022
3.88;357.931053749022
3.89;357.931053749022
3.9;357.931053749022
3.91;357.931053749022
3.92;357.931053749022
3.93;357.931053749022
3.94;357.931053749022
3.95;391.112377975616
3.96;391.112377975616
3.97;391.112377975616
3.98;391.112377975616
3.99;391.112377975616
4;391.112377975616
4.01;391.112377975616
4.02;391.112377975616
4.03;391.112377975616
4.04;391.112377975616
4.05;391.112377975616
4.06;391.112377975616
4.07;391.112377975616
4.08;391.112377975616
4.09;391.112377975616
4.1;391.112377975616
4.11;391.112377975616
4.12;391.112377975616
4.13;391.112377975616
4.14;399.805073577861
4.15;399.805073577861
4.16;399.805073577861
4.17;399.805073577861
4.18;399.805073577861
4.19;399.805073577861
4.2;399.805073577861
4.21;399.805073577861
4.22;399.805073577861
4.23;399.805073577861
4.24;399.805073577861
4.25;399.805073577861
4.26;399.805073577861
4.27;399.805073577861
4.28;399.805073577861
4.29;399.805073577861
4.3;399.805073577861
4.31;399.805073577861
4.32;399.805073577861
4.33;399.805073577861
4.34;399.805073577861
4.35;399.805073577861
4.36;399.805073577861
4.37;399.805073577861
4.38;399.805073577861
4.39;399.805073577861
4.4;399.805073577861
4.41;399.805073577861
4.42;434.334945348746
4.43;434.334945348746
4.44;434.334945348746
4.45;434.334945348746
4.46;434.334945348746
4.47;434.334945348746
4.48;434.334945348746
4.49;434.334945348746
4.5;434.334945348746
4.51;434.334945348746
4.52;434.334945348746
4.53;434.334945348746
4.54;434.334945348746
4.55;434.334945348746
4.56;434.334945348746
4.57;434.334945348746
4.58;434.334945348746
4.59;434.334945348746
4.6;434.334945348746
4.61;434.334945348746
4.62;434.334945348746
4.63;434.334945348746
4.64;434.334945348746
4.65;434.334945348746
4.66;434.334945348746
4.67;434.334945348746
4.68;434.334945348746
4.69;434.334945348746
4.7;434.334945348746
4.71;430.427284380279
4.72;430.427284380279
4.73;430.427284380279
4.74;430.427284380279
4.75;430.427284380279
4.76;430.427284380279
4.77;430.427284380279
4.78;430.427284380279
4.79;430.427284380279
4.8;430.427284380279
4.81;430.427284380279
4.82;430.427284380279
4.83;430.427284380279
4.84;430.427284380279
4.85;430.427284380279
4.86;430.427284380279
4.87;430.427284380279
4.88;430.427284380279
4.89;430.427284380279
4.9;430.427284380279
4.91;430.427284380279
4.92;430.427284380279
4.93;430.427284380279
4.94;430.427284380279
4.95;430.427284380279
4.96;430.427284380279
4.97;430.427284380279
4.98;430.427284380279
4.99;430.427284380279
5;430.427284380279
5.01;430.427284380279
5.02;430.427284380279
5.03;430.427284380279
5.04;430.427284380279
5.05;430.427284380279
5.06;421.933054670913
5.07;421.933054670913
5.08;421.933054670913
5.09;421.933054670913
5.1;421.933054670913
5.11;421.933054670913
5.12;421.933054670913
5.13;421.933054670913
5.14;421.933054670913
5.15;421.933054670913
5.16;421.933054670913
5.17;421.933054670913
5.18;421.933054670913
5.19;421.933054670913
5.2;421.933054670913
5.21;421.933054670913
5.22;421.933054670913
5.23;421.933054670913
5.24;421.933054670913
5.25;421.933054670913
5.26;421.933054670913
5.27;421.933054670913
5.28;421.933054670913
5.29;421.933054670913
5.3;421.933054670913
5.31;421.933054670913
5.32;421.933054670913
