0;-9.52
0.1;-10.75
0.2;-11.04
0.3;-10.26
0.4;-10.38
0.5;-9.9
0.6;-8.23
0.7;-8.21
0.8;-7.76
0.9;-7.33
1;-6.96
1.1;-6.58
1.2;-6.3
1.3;-6.19
1.4;-6.02
1.5;-5.73
1.6;-5.52
1.7;-5.32
1.8;-5.11
1.9;-4.82
2;-4.67
2.1;-4.46
2.2;-4.1
2.28;-4
5;-2
10;-1
