depth_m;temperature_degC
37.3;-31.0847347740668
37.4;-31.0843614931238
37.5;-31.0839882121807
37.6;-31.0836149312377
37.7;-31.0832416502947
37.8;-31.0828683693517
37.9;-31.0824950884086
38;-31.0821218074656
38.1;-31.0817485265226
38.2;-31.0813752455796
38.3;-31.0810019646365
38.4;-31.0806286836935
38.5;-31.0802554027505
38.6;-31.0798821218075
38.7;-31.0795088408644
38.8;-31.0791355599214
38.9;-31.0787622789784
39;-31.0783889980354
39.1;-31.0780157170923
39.2;-31.0776424361493
39.3;-31.0772691552063
39.4;-31.0768958742633
39.5;-31.0765225933202
39.6;-31.0761493123772
39.7;-31.0757760314342
39.8;-31.0754027504912
39.9;-31.0750294695481
40;-31.0746561886051
40.1;-31.0742829076621
40.2;-31.0739096267191
40.3;-31.073536345776
40.4;-31.073163064833
40.5;-31.07278978389
40.6;-31.072416502947
40.7;-31.0720432220039
40.8;-31.0716699410609
40.9;-31.0712966601179
41;-31.0709233791749
41.1;-31.0705500982318
41.2;-31.0701768172888
41.3;-31.0698035363458
41.4;-31.0694302554028
41.5;-31.0690569744597
41.6;-31.0686836935167
41.7;-31.0683104125737
41.8;-31.0679371316307
41.9;-31.0675638506876
42;-31.0671905697446
42.1;-31.0668172888016
42.2;-31.0664440078585
42.3;-31.0660707269155
42.4;-31.0656974459725
42.5;-31.0653241650295
42.6;-31.0649508840864
42.7;-31.0645776031434
42.8;-31.0642043222004
42.9;-31.0638310412574
43;-31.0634577603143
43.1;-31.0630844793713
43.2;-31.0627111984283
43.3;-31.0623379174853
43.4;-31.0619646365422
43.5;-31.0615913555992
43.6;-31.0612180746562
43.7;-31.0608447937132
43.8;-31.0604715127701
43.9;-31.0600982318271
44;-31.0597249508841
44.1;-31.0593516699411
44.2;-31.058978388998
44.3;-31.058605108055
44.4;-31.058231827112
44.5;-31.057858546169
44.6;-31.0574852652259
44.7;-31.0571119842829
44.8;-31.0567387033399
44.9;-31.0563654223969
45;-31.0559921414538
45.1;-31.0556188605108
45.2;-31.0552455795678
45.3;-31.0548722986248
45.4;-31.0544990176817
45.5;-31.0541257367387
45.6;-31.0537524557957
45.7;-31.0533791748527
45.8;-31.0530058939096
45.9;-31.0526326129666
46;-31.0522593320236
46.1;-31.0518860510806
46.2;-31.0515127701375
46.3;-31.0511394891945
46.4;-31.0507662082515
46.5;-31.0503929273085
46.6;-31.0500196463654
46.7;-31.0496463654224
46.8;-31.0492730844794
46.9;-31.0488998035363
47;-31.0485265225933
47.1;-31.0481532416503
47.2;-31.0477799607073
47.3;-31.0474066797642
47.4;-31.0470333988212
47.5;-31.0466601178782
47.6;-31.0462868369352
47.7;-31.0459135559921
47.8;-31.0455402750491
47.9;-31.0451669941061
48;-31.0447937131631
48.1;-31.04442043222
48.2;-31.044047151277
48.3;-31.043673870334
48.4;-31.043300589391
48.5;-31.0429273084479
48.6;-31.0425540275049
48.7;-31.0421807465619
48.8;-31.0418074656189
48.9;-31.0414341846758
49;-31.0410609037328
49.1;-31.0406876227898
49.2;-31.0403143418468
49.3;-31.0399410609037
49.4;-31.0395677799607
49.5;-31.0391944990177
49.6;-31.0388212180747
49.7;-31.0384479371316
49.8;-31.0380746561886
49.9;-31.0377013752456
50;-31.0373280943026
50.1;-31.0369548133595
50.2;-31.0365815324165
50.3;-31.0362082514735
50.4;-31.0358349705305
50.5;-31.0354616895874
50.6;-31.0350884086444
50.7;-31.0347151277014
50.8;-31.0343418467583
50.9;-31.0339685658153
51;-31.0335952848723
51.1;-31.0332220039293
51.2;-31.0328487229862
51.3;-31.0324754420432
51.4;-31.0321021611002
51.5;-31.0317288801572
51.6;-31.0313555992141
51.7;-31.0309823182711
51.8;-31.0306090373281
51.9;-31.0302357563851
52;-31.029862475442
52.1;-31.029489194499
52.2;-31.029115913556
52.3;-31.028742632613
52.4;-31.0283693516699
52.5;-31.0279960707269
52.6;-31.0276227897839
52.7;-31.0272495088409
52.8;-31.0268762278978
52.9;-31.0265029469548
53;-31.0261296660118
53.1;-31.0257563850688
53.2;-31.0253831041257
53.3;-31.0250098231827
53.4;-31.0246365422397
53.5;-31.0242632612967
53.6;-31.0238899803536
53.7;-31.0235166994106
53.8;-31.0231434184676
53.9;-31.0227701375246
54;-31.0223968565815
54.1;-31.0220235756385
54.2;-31.0216502946955
54.3;-31.0212770137525
54.4;-31.0209037328094
54.5;-31.0205304518664
54.6;-31.0201571709234
54.7;-31.0197838899804
54.8;-31.0194106090373
54.9;-31.0190373280943
55;-31.0186640471513
55.1;-31.0182907662083
55.2;-31.0179174852652
55.3;-31.0175442043222
55.4;-31.0171709233792
55.5;-31.0167976424361
55.6;-31.0164243614931
55.7;-31.0160510805501
55.8;-31.0156777996071
55.9;-31.015304518664
56;-31.014931237721
56.1;-31.014557956778
56.2;-31.014184675835
56.3;-31.0138113948919
56.4;-31.0134381139489
56.5;-31.0130648330059
56.6;-31.0126915520629
56.7;-31.0123182711198
56.8;-31.0119449901768
56.9;-31.0115717092338
57;-31.0111984282908
57.1;-31.0108251473477
57.2;-31.0104518664047
57.3;-31.0100785854617
57.4;-31.0097053045187
57.5;-31.0093320235756
57.6;-31.0089587426326
57.7;-31.0085854616896
57.8;-31.0082121807466
57.9;-31.0078388998035
58;-31.0074656188605
58.1;-31.0070923379175
58.2;-31.0067190569745
58.3;-31.0063457760314
58.4;-31.0059724950884
58.5;-31.0055992141454
58.6;-31.0052259332024
58.7;-31.0048526522593
58.8;-31.0044793713163
58.9;-31.0041060903733
59;-31.0037328094303
59.1;-31.0033595284872
59.2;-31.0029862475442
59.3;-31.0026129666012
59.4;-31.0022396856582
59.5;-31.0018664047151
59.6;-31.0014931237721
59.7;-31.0011198428291
59.8;-31.0007465618861
59.9;-31.000373280943
60;-31
