depth_m;density_kggm3
51.8;867.123458477555
51.9;867.123458477555
52;813.954666871098
52.1;804.88673689534
52.2;783.72823361857
52.3;783.72823361857
52.4;773.278523836996
52.5;757.603959164635
52.6;788.130288780249
52.7;808.481175190658
52.8;808.481175190658
52.9;806.000262909903
53;803.519350629147
53.1;803.519350629147
53.2;852.495768191323
53.3;864.739872581867
53.4;862.01555935497
53.5;837.496740312895
53.6;837.496740312895
53.7;837.496740312895
53.8;837.496740312895
53.9;837.496740312895
54;815.477370333452
54.1;813.030773669069
54.2;813.030773669069
54.3;813.030773669069
54.4;813.030773669069
54.5;812.354642884875
54.6;811.340446708584
54.7;811.340446708584
54.8;811.340446708584
54.9;811.340446708584
55;814.709286079795
55.1;828.184643564641
55.2;828.184643564641
55.3;828.184643564641
55.4;828.184643564641
55.5;842.232908643137
55.6;863.305306260879
55.7;863.305306260879
55.8;863.305306260879
55.9;863.305306260879
56;860.045229988737
56.1;830.704543539456
56.2;830.704543539456
56.3;830.704543539456
56.4;888.278125764965
56.5;888.278125764965
56.6;888.278125764965
56.7;888.278125764965
56.8;888.278125764965
56.9;868.463840973078
57;868.463840973078
57.1;868.463840973078
57.2;865.810297062056
57.3;841.928401862852
57.4;841.928401862852
57.5;841.928401862852
57.6;841.928401862852
57.7;841.928401862852
57.8;839.26007164844
57.9;828.586750790791
58;828.586750790791
58.1;828.586750790791
58.2;822.87235940603
58.3;822.87235940603
58.4;825.929558796879
58.5;853.444353314516
58.6;853.444353314516
58.7;843.123285623641
58.8;836.242573829725
58.9;836.242573829725
59;836.242573829725
59.1;865.051407399674
59.2;868.252388907446
59.3;868.252388907446
59.4;868.252388907446
59.5;868.252388907446
59.6;868.252388907446
59.7;854.981635799419
59.8;846.134467060735
59.9;846.134467060735
60;NaN
