depth_m;density_kggm3
45.3;894.765566265756
45.4;906.075434496989
45.5;898.880599562662
45.6;882.113643541395
45.7;888.22199386532
45.8;902.406633756471
45.9;902.406633756471
46;902.359162111229
46.1;901.931917304049
46.2;901.562273075646
46.3;898.235475020016
46.4;897.192235909412
46.5;887.803083913974
46.6;889.517337836165
46.7;904.94562313589
46.8;902.867575454897
46.9;884.165146325955
47;884.165146325955
47.1;884.165146325955
47.2;890.84259045195
47.3;890.84259045195
47.4;883.266396303683
47.5;883.36629459346
47.6;883.470324180262
47.7;883.578538603859
47.8;883.69099140402
47.9;883.807736120515
48;876.949066005067
48.1;876.949066005067
48.2;877.137074707445
48.3;878.829153028843
48.4;880.701672616569
48.5;897.554348906108
48.6;896.280683061959
48.7;884.90262761287
48.8;885.06040886601
48.9;885.223017433182
49;880.948136123644
49.1;841.043571894468
49.2;841.043571894468
49.3;876.961709416077
49.4;886.110343871456
49.5;886.303040657982
49.6;876.682956950185
49.7;874.248460452966
49.8;888.997158120985
49.9;892.684332537989
50;854.921704965956
50.1;845.481048072948
50.2;851.540486715352
50.3;853.055346375953
50.4;881.252830369017
50.5;888.524957668348
50.6;888.777822158829
50.7;889.036477679199
50.8;889.300977769224
50.9;889.571375968677
51;889.847725817326
51.1;890.130080854942
51.2;890.418494621293
51.3;890.713020656151
51.4;891.013712499283
51.5;891.320623690461
51.6;891.633807769454
51.7;891.953318276032
51.8;892.279208749964
51.9;892.611532731021
52;892.950343758972
52.1;893.295695373587
52.2;893.647641114635
52.3;894.006234521887
52.4;894.371529135112
52.5;894.74357849408
52.6;895.12243613856
52.7;895.508155608322
52.8;895.900790443137
52.9;896.300394182774
53;896.707020367002
53.1;897.120722535592
53.2;897.541554228313
53.3;897.969568984935
53.4;898.404820345228
53.5;898.847361848961
53.6;899.297247035904
53.7;899.754529445827
53.8;900
53.9;900
54;900
54.1;900
54.2;900
54.3;900
54.4;900
54.5;900
54.6;900
54.7;900
54.8;900
54.9;900
55;900
55.1;900
55.2;900
55.3;900
55.4;900
55.5;900
55.6;900
55.7;900
55.8;900
55.9;900
56;900
56.1;900
56.2;900
56.3;900
56.4;900
56.5;900
56.6;900
56.7;900
56.8;900
56.9;900
57;900
57.1;900
57.2;900
57.3;900
57.4;900
57.5;900
57.6;900
57.7;900
57.8;900
57.9;900
58;900
58.1;900
58.2;900
58.3;900
58.4;900
58.5;900
58.6;900
58.7;900
58.8;900
58.9;900
59;900
59.1;900
59.2;900
59.3;900
59.4;900
59.5;900
59.6;900
59.7;900
59.8;900
59.9;900
60;NaN
