0.01;365.45
0.02;365.45
0.03;365.45
0.04;365.45
0.05;365.45
0.06;365.45
0.07;365.45
0.08;365.45
0.09;365.45
0.1;365.45
0.11;365.45
0.12;365.45
0.13;368.42
0.14;368.42
0.15;368.42
0.16;368.42
0.17;368.42
0.18;368.42
0.19;368.42
0.2;368.42
0.21;368.42
0.22;368.42
0.23;368.42
0.24;368.42
0.25;368.42
0.26;368.42
0.27;368.42
0.28;368.42
0.29;368.42
0.3;368.42
0.31;368.42
0.32;368.42
0.33;394.59
0.34;394.59
0.35;394.59
0.36;394.59
0.37;394.59
0.38;394.59
0.39;394.59
0.4;394.59
0.41;394.59
0.42;394.59
0.43;394.59
0.44;394.59
0.45;394.59
0.46;394.59
0.47;394.59
0.48;394.59
0.49;394.59
0.5;394.59
0.51;394.59
0.52;394.59
0.53;394.59
0.54;385
0.55;385
0.56;385
0.57;385
0.58;385
0.59;385
0.6;385
0.61;385
0.62;385
0.63;385
0.64;385
0.65;385
0.66;385
0.67;385
0.68;385
0.69;385
0.7;385
0.71;385
0.72;385
0.73;385
0.74;378.05
0.75;378.05
0.76;378.05
0.77;378.05
0.78;378.05
0.79;378.05
0.8;378.05
0.81;378.05
0.82;378.05
0.83;378.05
0.84;378.05
0.85;378.05
0.86;378.05
0.87;378.05
0.88;388.2
0.89;388.2
0.9;388.2
0.91;388.2
0.92;388.2
0.93;388.2
0.94;388.2
0.95;388.2
0.96;388.2
0.97;388.2
0.98;388.2
0.99;388.2
1;388.2
1.01;388.2
1.02;388.2
1.03;388.2
1.04;388.2
1.05;388.2
1.06;388.2
1.07;388.2
1.08;402.91
1.09;402.91
1.1;402.91
1.11;402.91
1.12;402.91
1.13;402.91
1.14;402.91
1.15;402.91
1.16;402.91
1.17;402.91
1.18;402.91
1.19;402.91
1.2;402.91
1.21;402.91
1.22;402.91
1.23;402.91
1.24;402.91
1.25;402.91
1.26;402.91
1.27;402.91
1.28;404.04
1.29;404.04
1.3;404.04
1.31;404.04
1.32;404.04
1.33;404.04
1.34;404.04
1.35;404.04
1.36;404.04
1.37;404.04
1.38;404.04
1.39;404.04
1.4;404.04
1.41;404.04
1.42;404.04
1.43;404.04
1.44;404.04
1.45;404.04
1.46;404.04
1.47;404.04
1.48;443.34
1.49;443.34
1.5;443.34
1.51;443.34
1.52;443.34
1.53;443.34
1.54;443.34
1.55;443.34
1.56;443.34
1.57;443.34
1.58;443.34
1.59;443.34
1.6;443.34
1.61;443.34
1.62;443.34
1.63;384.12
1.64;384.12
1.65;384.12
1.66;384.12
1.67;384.12
1.68;384.12
1.69;384.12
