0.05;216;;;;
0.15;236;;;;
0.25;223;;;;
0.35;244;;;;
0.45;406;;;;
0.55;351;;;;
0.65;373;;;;
0.75;438;;;;
0.85;393;;;;
0.95;408;;;;
1.05;432;;;;
1.15;408;;;;
1.25;445;;;;
1.35;438;;;;
1.45;394;;;;
1.55;427;;;;
1.65;416;;;;
1.75;382;;;;
1.85;446;;;;
1.95;418;;;;
2.05;381;;;;
2.15;432;;;;
2.23;387;;;;
