depth_m;dens;dd
14.21;573.78;0
14.22;573.78;0
14.23;573.78;0
14.24;573.78;0
14.25;573.78;0
14.26;573.78;0
14.27;573.78;0
14.28;573.78;0
14.29;573.78;0
14.3;573.78;0
14.31;573.78;0
14.32;561.24;0
14.33;561.24;0
14.34;561.24;0
14.35;561.24;0
14.36;561.24;0
14.37;561.24;0
14.38;561.24;0
14.39;561.24;0
14.4;561.24;0
14.41;561.24;0
14.42;561.24;0
14.43;561.24;0
14.44;561.24;0
14.45;561.24;0
14.46;561.24;0
14.47;561.24;0
14.48;561.24;0
14.49;561.24;0
14.5;561.24;0
14.51;561.24;0
14.52;561.24;0
14.53;561.24;0
14.54;561.24;0
14.55;561.24;0
14.56;561.24;0
14.57;561.24;0
14.58;561.24;0
14.59;850;100
14.6;850;100
14.61;561.24;0
14.62;561.24;0
14.63;561.24;0
14.64;561.24;0
14.65;561.24;0
14.66;561.24;0
14.67;850;100
14.68;561.24;0
14.69;561.24;0
14.7;561.24;0
14.71;561.24;0
14.72;561.24;0
14.73;561.24;0
14.74;561.24;0
14.75;561.24;0
14.76;561.24;0
14.77;561.24;0
14.78;561.24;0
14.79;561.24;0
14.8;561.24;0
14.81;561.24;0
14.82;561.24;0
14.83;561.24;0
14.84;561.24;0
14.85;561.24;0
14.86;561.24;0
14.87;561.24;0
14.88;561.24;0
14.89;561.24;0
14.9;561.24;0
14.91;561.24;0
14.92;561.24;0
14.93;561.24;0
14.94;561.24;0
14.95;561.24;0
14.96;561.24;0
14.97;561.24;0
14.98;561.24;0
14.99;561.24;0
15;561.24;0
15.01;561.24;0
15.02;561.24;0
15.03;561.24;0
15.04;561.24;0
15.05;561.24;0
15.06;561.24;0
15.07;561.24;0
15.08;561.24;0
15.09;561.24;0
15.1;561.24;0
15.11;561.24;0
15.12;561.24;0
15.13;561.24;0
15.14;561.24;0
15.15;561.24;0
15.16;561.24;0
15.17;561.24;0
15.18;561.24;0
15.19;850;100
15.2;561.24;0
15.21;561.24;0
15.22;561.24;0
15.23;561.24;0
15.24;561.24;0
15.25;561.24;0
15.26;561.24;0
15.27;850;100
15.28;850;100
15.29;850;100
15.3;850;100
15.31;850;100
15.32;850;100
15.33;850;100
15.34;850;100
15.35;850;100
15.36;850;100
15.37;850;100
15.38;573.86;0
15.39;573.86;0
15.4;573.86;0
15.41;573.86;0
15.42;573.86;0
15.43;573.86;0
15.44;573.86;0
15.45;573.86;0
15.46;573.86;0
15.47;573.86;0
15.48;573.86;0
15.49;573.86;0
15.5;573.86;0
15.51;573.86;0
15.52;573.86;0
15.53;573.86;0
15.54;573.86;0
15.55;573.86;0
15.56;573.86;0
15.57;573.86;0
15.58;573.86;0
15.59;573.86;0
15.6;573.86;0
15.61;573.86;0
15.62;573.86;0
15.63;573.86;0
15.64;573.86;0
15.65;573.86;0
15.66;573.86;0
15.67;573.86;0
15.68;573.86;0
15.69;573.86;0
15.7;573.86;0
15.71;573.86;0
15.72;573.86;0
15.73;573.86;0
15.74;573.86;0
15.75;573.86;0
15.76;573.86;0
15.77;573.86;0
15.78;573.86;0
15.79;573.86;0
15.8;573.86;0
15.81;573.86;0
15.82;573.86;0
15.83;573.86;0
15.84;573.86;0
15.85;573.86;0
15.86;573.86;0
15.87;573.86;0
15.88;573.86;0
15.89;573.86;0
15.9;573.86;0
15.91;573.86;0
15.92;573.86;0
15.93;573.86;0
15.94;573.86;0
15.95;573.86;0
15.96;573.86;0
15.97;573.86;0
15.98;573.86;0
15.99;573.86;0
16;573.86;0
16.01;573.86;0
16.02;573.86;0
16.03;573.86;0
16.04;573.86;0
16.05;573.86;0
16.06;573.86;0
16.07;573.86;0
16.08;573.86;0
16.09;573.86;0
16.1;573.86;0
16.11;573.86;0
16.12;573.86;0
16.13;573.86;0
16.14;573.86;0
16.15;573.86;0
16.16;573.86;0
16.17;573.86;0
16.18;573.86;0
16.19;573.86;0
16.2;573.86;0
16.21;573.86;0
16.22;573.86;0
16.23;573.86;0
16.24;573.86;0
16.25;573.86;0
16.26;573.86;0
16.27;573.86;0
16.28;573.86;0
16.29;573.86;0
16.3;573.86;0
16.31;573.86;0
16.32;573.86;0
16.33;573.86;0
16.34;573.86;0
16.35;573.86;0
16.36;573.86;0
16.37;573.86;0
16.38;573.86;0
16.39;573.86;0
16.4;573.86;0
16.41;573.86;0
16.42;573.86;0
16.43;593.03;0
16.44;593.03;0
16.45;593.03;0
16.46;593.03;0
16.47;593.03;0
16.48;593.03;0
16.49;593.03;0
16.5;593.03;0
16.51;593.03;0
16.52;593.03;0
16.53;593.03;0
16.54;593.03;0
16.55;593.03;0
16.56;593.03;0
16.57;593.03;0
16.58;593.03;0
16.59;593.03;0
16.6;593.03;0
16.61;593.03;0
16.62;593.03;0
16.63;593.03;0
16.64;593.03;0
16.65;593.03;0
16.66;593.03;0
16.67;593.03;0
16.68;593.03;0
16.69;593.03;0
16.7;593.03;0
16.71;593.03;0
16.72;593.03;0
16.73;593.03;0
16.74;593.03;0
16.75;593.03;0
16.76;593.03;0
16.77;593.03;0
16.78;593.03;0
16.79;593.03;0
16.8;593.03;0
16.81;593.03;0
16.82;593.03;0
16.83;593.03;0
16.84;593.03;0
16.85;593.03;0
16.86;593.03;0
16.87;593.03;0
16.88;593.03;0
16.89;593.03;0
16.9;593.03;0
16.91;593.03;0
16.92;593.03;0
16.93;593.03;0
16.94;593.03;0
16.95;593.03;0
16.96;593.03;0
16.97;593.03;0
16.98;593.03;0
16.99;593.03;0
17;593.03;0
17.01;593.03;0
17.02;593.03;0
17.03;593.03;0
17.04;593.03;0
17.05;593.03;0
17.06;593.03;0
17.07;593.03;0
17.08;593.03;0
17.09;593.03;0
17.1;593.03;0
17.11;593.03;0
17.12;593.03;0
17.13;593.03;0
17.14;593.03;0
17.15;593.03;0
17.16;593.03;0
17.17;593.03;0
17.18;593.03;0
17.19;593.03;0
17.2;593.03;0
17.21;593.03;0
17.22;593.03;0
17.23;593.03;0
17.24;593.03;0
17.25;593.03;0
17.26;593.03;0
17.27;593.03;0
17.28;593.03;0
17.29;593.03;0
17.3;593.03;0
17.31;850;100
17.32;850;100
17.33;593.03;0
17.34;593.03;0
17.35;593.03;0
17.36;593.03;0
17.37;593.03;0
17.38;593.03;0
17.39;593.03;0
17.4;593.03;0
17.41;593.03;0
17.42;593.03;0
17.43;593.03;0
17.44;593.03;0
17.45;593.03;0
17.46;593.03;0
17.47;593.03;0
17.48;561.95;0
17.49;561.95;0
17.5;561.95;0
17.51;561.95;0
17.52;561.95;0
17.53;561.95;0
17.54;561.95;0
17.55;850;100
17.56;850;100
17.57;850;100
17.58;561.95;0
17.59;561.95;0
17.6;561.95;0
17.61;561.95;0
17.62;561.95;0
17.63;850;100
17.64;561.95;0
17.65;561.95;0
17.66;561.95;0
17.67;561.95;0
17.68;561.95;0
17.69;850;100
17.7;850;100
17.71;561.95;0
17.72;561.95;0
17.73;561.95;0
17.74;561.95;0
17.75;561.95;0
17.76;561.95;0
17.77;561.95;0
17.78;561.95;0
17.79;561.95;0
17.8;561.95;0
17.81;850;100
17.82;850;100
17.83;561.95;0
17.84;561.95;0
17.85;561.95;0
17.86;561.95;0
17.87;561.95;0
17.88;561.95;0
17.89;561.95;0
17.9;850;100
17.91;850;100
17.92;561.95;0
17.93;561.95;0
17.94;561.95;0
17.95;561.95;0
17.96;561.95;0
17.97;561.95;0
17.98;561.95;0
17.99;561.95;0
18;561.95;0
18.01;561.95;0
18.02;561.95;0
18.03;561.95;0
18.04;561.95;0
18.05;561.95;0
18.06;561.95;0
18.07;561.95;0
18.08;561.95;0
18.09;561.95;0
18.1;561.95;0
18.11;561.95;0
18.12;561.95;0
18.13;850;100
18.14;850;100
18.15;561.95;0
18.16;561.95;0
18.17;561.95;0
18.18;561.95;0
18.19;561.95;0
18.2;561.95;0
18.21;561.95;0
18.22;561.95;0
18.23;561.95;0
18.24;561.95;0
18.25;561.95;0
18.26;561.95;0
18.27;561.95;0
18.28;561.95;0
18.29;561.95;0
18.3;561.95;0
18.31;561.95;0
18.32;561.95;0
18.33;561.95;0
18.34;561.95;0
18.35;561.95;0
18.36;561.95;0
18.37;561.95;0
18.38;561.95;0
18.39;561.95;0
18.4;561.95;0
18.41;561.95;0
18.42;561.95;0
18.43;561.95;0
18.44;561.95;0
18.45;561.95;0
18.46;561.95;0
18.47;561.95;0
18.48;561.95;0
18.49;561.95;0
18.5;561.95;0
18.51;561.95;0
18.52;561.95;0
18.53;561.95;0
18.54;561.95;0
18.55;561.95;0
